#  
#   VizieR Astronomical Server vizier.u-strasbg.fr
#    Date: 2021-03-03T14:04:11 [V1.99+ (14-Oct-2013)]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO votable-version=1.99+ (14-Oct-2013) 
#INFO -ref=VIZ603f974d269d 
#INFO -out.max=1000 
#INFO queryParameters=10 
#-oc.form=sexa
#-out.max=1000
#-nav=cat:J/other/Nat/563.365&tab:{J/other/Nat/563.365/gl699ph}&key:source=J/other/Nat/563.365/gl699ph&HTTPPRM:&
#-source=J/other/Nat/563.365/gl699ph
#-order=I
#-out=Inst
#-out=Filt
#-out=BJD
#-out=dmag
#-out=e_dmag
#

#RESOURCE=yCat_1038056301
#Name: J/other/Nat/563.365
#Title: Barnard's star radial velocity curve (Ribas+, 2018)
#Table J_other_Nat_563_365_gl699ph:
#Name: J/other/Nat/563.365/gl699ph
#Title: Time-series photometric measurements
#---Details of Columns:
    Inst         (A6)    Instrument (1) [ucd=meta.id;instr]
    Filt         (A9)    Filter [ucd=meta.id;instr.filter]
    BJD (d)      (F13.5) Barycentric Julian Date of the mid-time of the observation [ucd=time.epoch]
    dmag (mag)   (F7.4)  Differential magnitude [ucd=phot.mag;arith.diff]
    e_dmag (mag) (F7.4)  1-sigma uncertainty in the differential magnitudes [ucd=stat.error;phot.mag]
------ --------- ------------- ------- -------
                               dma     e_dma  
Inst   Filt      BJD (d)       g (mag) g (mag)
------ --------- ------------- ------- -------
AAVSO  Johnson V 2457921.58148  0.0113  0.0092
AAVSO  Johnson V 2457922.72283  0.0109  0.0136
AAVSO  Johnson V 2457923.72945  0.0168  0.0114
AAVSO  Johnson V 2457924.72528  0.0141  0.0137
AAVSO  Johnson V 2457925.72192  0.0149  0.0122
AAVSO  Johnson V 2457926.79049  0.0134  0.0154
AAVSO  Johnson V 2457927.71687  0.0124  0.0118
AAVSO  Johnson V 2457928.71603  0.0134  0.0128
AAVSO  Johnson V 2457929.71044  0.0077  0.0142
AAVSO  Johnson V 2457930.70667  0.0105  0.0176
AAVSO  Johnson V 2457931.69600  0.0060  0.0076
AAVSO  Johnson V 2457931.70265  0.0104  0.0126
AAVSO  Johnson V 2457932.70244  0.0109  0.0163
AAVSO  Johnson V 2457933.69924  0.0083  0.0181
AAVSO  Johnson V 2457934.78292  0.0008  0.0131
AAVSO  Johnson V 2457935.68896  0.0021  0.0087
AAVSO  Johnson V 2457935.77875  0.0035  0.0205
AAVSO  Johnson V 2457936.77905  0.0056  0.0104
AAVSO  Johnson V 2457937.77417  0.0025  0.0125
AAVSO  Johnson V 2457938.47841  0.0023  0.0056
AAVSO  Johnson V 2457938.76845  0.0057  0.0157
AAVSO  Johnson V 2457939.48269  0.0010  0.0064
AAVSO  Johnson V 2457939.76565  0.0106  0.0164
AAVSO  Johnson V 2457940.46435 -0.0006  0.0067
AAVSO  Johnson V 2457940.65681 -0.0059  0.0185
AAVSO  Johnson V 2457940.76294  0.0113  0.0147
AAVSO  Johnson V 2457940.83354 -0.0059  0.0160
AAVSO  Johnson V 2457941.76007  0.0069  0.0216
AAVSO  Johnson V 2457942.68733  0.0053  0.0168
AAVSO  Johnson V 2457942.75806  0.0132  0.0184
AAVSO  Johnson V 2457944.47661 -0.0022  0.0080
AAVSO  Johnson V 2457944.75176  0.0119  0.0135
AAVSO  Johnson V 2457945.46395 -0.0056  0.0083
AAVSO  Johnson V 2457945.74918  0.0111  0.0189
AAVSO  Johnson V 2457946.47657 -0.0029  0.0066
AAVSO  Johnson V 2457946.74701  0.0116  0.0169
AAVSO  Johnson V 2457947.47775  0.0007  0.0074
AAVSO  Johnson V 2457947.75993  0.0110  0.0161
AAVSO  Johnson V 2457948.45645 -0.0008  0.0066
AAVSO  Johnson V 2457948.73927  0.0001  0.0132
AAVSO  Johnson V 2457949.64196  0.0118  0.0212
AAVSO  Johnson V 2457949.74284  0.0026  0.0102
AAVSO  Johnson V 2457950.65843  0.0029  0.0166
AAVSO  Johnson V 2457950.75051 -0.0090  0.0149
AAVSO  Johnson V 2457950.80560 -0.0009  0.0316
AAVSO  Johnson V 2457951.46929 -0.0031  0.0067
AAVSO  Johnson V 2457951.73442 -0.0045  0.0154
AAVSO  Johnson V 2457952.45945 -0.0033  0.0076
AAVSO  Johnson V 2457952.71704 -0.0107  0.0152
AAVSO  Johnson V 2457953.44884 -0.0041  0.0066
AAVSO  Johnson V 2457953.71705 -0.0078  0.0136
AAVSO  Johnson V 2457954.71516 -0.0090  0.0146
AAVSO  Johnson V 2457955.71294 -0.0038  0.0153
AAVSO  Johnson V 2457956.71163 -0.0073  0.0154
AAVSO  Johnson V 2457957.70877 -0.0104  0.0138
AAVSO  Johnson V 2457958.70619 -0.0085  0.0157
AAVSO  Johnson V 2457960.45694 -0.0019  0.0078
AAVSO  Johnson V 2457960.72153 -0.0105  0.0197
AAVSO  Johnson V 2457961.71866 -0.0151  0.0202
AAVSO  Johnson V 2457962.39423 -0.0035  0.0064
AAVSO  Johnson V 2457962.71593 -0.0103  0.0131
AAVSO  Johnson V 2457963.41267 -0.0042  0.0067
AAVSO  Johnson V 2457963.71320 -0.0130  0.0181
AAVSO  Johnson V 2457964.40764 -0.0039  0.0058
AAVSO  Johnson V 2457964.71109 -0.0151  0.0178
AAVSO  Johnson V 2457965.41033 -0.0025  0.0059
AAVSO  Johnson V 2457965.70894 -0.0053  0.0151
AAVSO  Johnson V 2457966.39056  0.0005  0.0059
AAVSO  Johnson V 2457966.70598 -0.0100  0.0164
AAVSO  Johnson V 2457967.43603 -0.0063  0.0080
AAVSO  Johnson V 2457967.70288 -0.0115  0.0229
AAVSO  Johnson V 2457968.70023 -0.0030  0.0174
AAVSO  Johnson V 2457969.69740  0.0049  0.0213
AAVSO  Johnson V 2457971.69188  0.0021  0.0223
AAVSO  Johnson V 2457972.68783  0.0012  0.0264
AAVSO  Johnson V 2457973.68650 -0.0014  0.0172
AAVSO  Johnson V 2457974.68345  0.0003  0.0175
AAVSO  Johnson V 2457975.68065  0.0007  0.0095
AAVSO  Johnson V 2457976.67793 -0.0007  0.0194
AAVSO  Johnson V 2457978.36572 -0.0045  0.0039
AAVSO  Johnson V 2457978.67238 -0.0017  0.0208
AAVSO  Johnson V 2457979.40648 -0.0062  0.0053
AAVSO  Johnson V 2457979.67032 -0.0044  0.0142
AAVSO  Johnson V 2457980.42012  0.0022  0.0078
AAVSO  Johnson V 2457980.66757 -0.0160  0.0195
AAVSO  Johnson V 2457981.66474 -0.0119  0.0144
AAVSO  Johnson V 2457982.66192 -0.0167  0.0178
AAVSO  Johnson V 2457983.38083 -0.0039  0.0072
AAVSO  Johnson V 2457983.41337  0.0007  0.0070
AAVSO  Johnson V 2457983.65919 -0.0120  0.0202
AAVSO  Johnson V 2457984.65486 -0.0092  0.0143
AAVSO  Johnson V 2457985.65375 -0.0180  0.0174
AAVSO  Johnson V 2457986.65092 -0.0134  0.0122
AAVSO  Johnson V 2457987.64728 -0.0088  0.0173
AAVSO  Johnson V 2457988.38534 -0.0029  0.0047
AAVSO  Johnson V 2457988.64449 -0.0092  0.0132
AAVSO  Johnson V 2457989.64168 -0.0043  0.0145
AAVSO  Johnson V 2457990.30431  0.0000  0.0050
AAVSO  Johnson V 2457990.63890 -0.0144  0.0190
AAVSO  Johnson V 2457991.63612  0.0001  0.0212
AAVSO  Johnson V 2457992.63340 -0.0106  0.0124
AAVSO  Johnson V 2457993.63066 -0.0070  0.0238
AAVSO  Johnson V 2457994.62869 -0.0046  0.0210
AAVSO  Johnson V 2457995.62605 -0.0040  0.0180
